objectid,cdmid,title,contributor_description,curator_description,date,location,subject,collecting_area,contributed_by,photographer,digital_collection,publisher,original_format,rights_and_usage,credit_line,latitude,longitude,format
wfmp00159,267,Fire and smoke on horizon,Avalon Calabasas looking towards Lost Hill rd. Neighbors wondering if we are in danger.,People look towards fire and smoke visible behind trees and buildings.,2018-11-09,Calabasas,fires; wildfires,University Archives; Malibu Historical Collection;,"Spanier, Julee","Spanier, Julee",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00164,268,Students on smoky road,,,2018-11-10,Dorm Road,smoke; fires; students; roads; evacuations; Pepperdine University; wildfires,University Archives; Malibu Historical Collection;,"Hao, Yujie","Hao, Yujie",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00179,270,Smoke billows over Malibu,Fire from campus taken from George Page Apartments.,,2018-11-09,Page Residential Complex,smoke; fires; dormitories; Pepperdine University; wildfires,University Archives; Malibu Historical Collection;,"Rust, Lindsey","Rust, Lindsey",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00176,271,Smoke on horizon,"Taken from exit of the 101 onto Kanan, showing the smoke during the first few hours of the fire.",,2018-11-08,Kanan Dume Road,smoke; driving; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Rust, Lindsey","Rust, Lindsey",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00148,272,Smoke approaches Pacific Coast Highway,,Photograph of smoke taken from Pacific Coast Highway.,2018-11-09,Pacific Coast Highway;,smoke; fires; driving; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Allison, Treeton","Allison, Treeton",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00184,273,Burned cars,,Details of burned cars in the Rho Parking lot.,2018-11-18,Rho Lot,fires; automobiles; parking lots; Pepperdine University; wildfires,University Archives; Malibu Historical Collection;,"Powers, Thomas","Powers, Thomas",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00157,274,Fire surrounding Kanan Road,Calamigos Ranch. Pepperdine student’s lost house and experience during fire.,Video shot by student while driving from Calamigos Ranch to Pepperdine University.,2018-11-10,Kanan Dume Road,fires; driving; evacuations; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Allison, Treeton","Allison, Treeton",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,video/mp4
wfmp00147,276,Smoke approaches Pacific Coast Highway,,Photograph of smoke taken from Pacific Coast Highway.,2018-11-09,Pacific Coast Highway;,smoke; fires; driving; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Allison, Treeton","Allison, Treeton",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00145,277,Evacuees in Firestone Fieldhouse,Taken in firestone field house which was one of the evacuation areas,"Video, likely made for snapchat or instagam, of students sheltering-in-place.",2018-11-09,Firestone Fieldhouse;,evacuations; students; Pepperdine University; wildfires,University Archives; Malibu Historical Collection;,"Skinner, Ryane","Skinner, Ryane",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,video/mp4
wfmp00161,278,Smoke billows over hills,,,2018-11-09,Mountains above Pepperdine;,smoke; fires; Pepperdine University; wildfires,University Archives; Malibu Historical Collection;,"Hao, Yujie","Hao, Yujie",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00178,279,Smoke billows over hills,Fire from campus taken from Firestone Fieldhouse.,,2018-11-09,Firestone Fieldhouse; Mountains above Pepperdine;,smoke; fires; mountains; parking lots; Pepperdine University; wildfires,University Archives; Malibu Historical Collection;,"Rust, Lindsey","Rust, Lindsey",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00139,281,Burned home on Dume Drive,Photos of homes on Dume Drive.,,2018-11-19,Dume Drive,fires; houses; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Tsay, Alice","Tsay, Alice",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00153,282,Smoke above Malibu homes,,Photogaph taken from Pacific Coast Highway.,2018-11-09,Pacific Coast Highway;,smoke; fires; evacuations; neighborhoods; houses; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Allison, Treeton","Allison, Treeton",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00154,284,Burned home,Calamigos Ranch. Pepperdine student’s lost house and experience during fire.,Video surveying destruction to Pepperdine students' apartment. Students can be heard in background.,2018-11-13,Calamigos Ranch,fires; houses; students; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Allison, Treeton","Allison, Treeton",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,video/mp4
wfmp00165,285,Relocation lost and found,,,2018-11-10,Tyler Campus Center;,evacuations; Pepperdine University; wildfires,University Archives; Malibu Historical Collection;,"Hao, Yujie","Hao, Yujie",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00133,287,Burn area,"Photos taken on November 19, 2018 from the car along PCH between Pepperdine and Heathercliff Road.",,2018-11-19,Pacific Coast Highway;,fires; trees; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Tsay, Alice","Tsay, Alice",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00174,288,Smoke over Malibu,Leaving campus on PCH.,Photograph taken from car looking west as students evacuate campus.,2018-11-09,Pacific Coast Highway;,smoke; fires; evacuations; traffic; driving; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Trejo, Genesis Trirene","Trejo, Genesis Trirene",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00188,289,Burn area at Pepperdine,View of Graziadio from Law School.,,2018-11-12,Drescher Graduate Campus;,fires; roads; athletic fields; Pepperdine University; wildfires,University Archives; Malibu Historical Collection;,"Powers, Thomas","Powers, Thomas",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00177,290,Glow of fire on horizon,Fire seen on Thursday afternoon from Kanan Dume Road,,2018-11-08,Kanan Dume Road,smoke; fires; roads; driving; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Rust, Lindsey","Rust, Lindsey",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00155,291,Burned home and car,Calamigos Ranch. Pepperdine student’s lost house and experience during fire.,,2018-11-13,Calamigos Ranch,fires; houses; automobiles; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Allison, Treeton","Allison, Treeton",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00170,292,Highlighted Biblical verse,"When I was taking the train home I didn’t know whether or not my apartment had survived. As I randomly flipped my Bible open, I eventually came across 2 Corinthians 5:1 “For we know that if the earthly tent we live in is destroyed, we have a building from God, an eternal house in heaven, not built by human hands.” Just one of the sweet things God did to bring comfort in that situation.",A Biblical verse that brought comfort to an evacuated Pepperdine student.,2018-11-12,,evacuations; Bible stories; wildfires,University Archives; Malibu Historical Collection;,"Powers, Anelise","Powers, Anelise",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00173,293,Students walk around campus,"Taken walking up from Fieldhouse with my friends (Olivia Perez, Mark Pangilinan , and Jose Alcazar)",Smoke billows over mountains as students leave a shelter-in-place location to instead evacuate campus.,2018-11-09,Firestone Fieldhouse;,smoke; fires; students; evacuations; Pepperdine University; wildfires,University Archives; Malibu Historical Collection;,"Trejo, Genesis Trirene","Trejo, Genesis Trirene",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00136,294,Burn area,Melted fence alongside Sterling Farms. Intersection of Heathercliff Road and PCH.,,2018-11-19,Pacific Coast Highway;,fires; fences; police cars; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Tsay, Alice","Tsay, Alice",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00183,296,Smoke visible from Los Angeles,I10 to 405 interchange,"The Woolsey Fire, as seen from the Interstate 10 to Interstate 405 interchange in Los Angeles.",2018-11-09,Los Angeles,smoke; fires; freeways; driving; Los Angeles (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Powers, Thomas","Powers, Thomas",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00175,299,Smoke billows over hills,View from Fieldhouse,Photograph taken from Firestone Fieldhouse with smoke visible over hills.,2018-11-09,Firestone Fieldhouse; Mountains above Pepperdine;,smoke; fires; parking lots; evacuations; Pepperdine University; wildfires,University Archives; Malibu Historical Collection;,"Trejo, Genesis Trirene","Trejo, Genesis Trirene",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00132,301,Burned car on roadside,"Photos taken on November 19, 2018 from the car along PCH between Pepperdine and Heathercliff Road.",,2018-11-19,Pacific Coast Highway;,fires; roads; automobiles; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Tsay, Alice","Tsay, Alice",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00129,302,Burn area,"Photos taken on November 19, 2018 from the car along PCH between Pepperdine and Heathercliff Road.",,2018-11-19,Pacific Coast Highway;,fires; roads; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Tsay, Alice","Tsay, Alice",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00185,303,Burned car,,Details of burned cars in the Rho parking lot.,2018-11-18,Rho Lot,automobiles; fires; Pepperdine University; wildfires,University Archives; Malibu Historical Collection;,"Powers, Thomas","Powers, Thomas",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00156,304,News report showing Calamigos Ranch,Calamigos Ranch. Pepperdine student’s lost house and experience during fire.,Video shot on a cell phone by a student of news report. It was through this report he learned his home at Calamigos had burned.,2018-11-11,Calamigos Ranch,fires; houses; television; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Allison, Treeton","Allison, Treeton",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,video/mp4
wfmp00151,305,Student surveys his burned home,Calamigos Ranch. Pepperdine student’s lost house and experience during fire.,,2018-11-13,Calamigos Ranch,fires; houses; students; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Allison, Treeton","Allison, Treeton",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00141,306,Burned home on Dume Drive,Photos of homes on Dume Drive.,,2018-11-19,Dume Drive,fires; houses; Malibu (Calif.); wildfires,University Archives; Malibu Historical Collection;,"Tsay, Alice","Tsay, Alice",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00158,307,Smoke appears behind trees,Avalon Calabasas looking towards Lost Hill rd. Neighbors wondering if we are in danger.,Smoke appears behind trees in an otherwise blue sky.,2018-11-09,Calabasas,smoke; fires; wildfires,University Archives; Malibu Historical Collection;,"Spanier, Julee","Spanier, Julee",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00224,312,Smoke approaching Point Dume,,,2018-11-09,Point Dume,fires; smoke; Pepperdine University; wildfires,Malibu Historical Collection; University Archives,"Peak, Denise","Marsh, James",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","   Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00329,315,Point Dume resident drives through the fire,,Video shot by a Point Dume resident while driving through the fire.,2018-11-09,Pacific Coast Highway;,fires; smoke; evacuations; driving; houses; Pepperdine University; Malibu (Calif.); wildfires,Malibu Historical Collection; University Archives,"Peak, Denise","Marsh, James",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","   Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,video/mp4
wfmp00274,319,Fire approaches Point Dume,,Photograph of the fire burning towards Point Dume. Shot by a resident who stayed to protect his home.,2018-11-09,Point Dume,fires; smoke; Malibu (Calif.); wildfires,Malibu Historical Collection; University Archives,"Peak, Denise","Marsh, James",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","  Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00330,321,Point Dume resident drives through the fire,,Video shot by a Point Dume resident while driving through the fire.,2018-11-09,Pacific Coast Highway;,fires; smoke; evacuations; driving; houses; Pepperdine University; Malibu (Calif.); wildfires,Malibu Historical Collection; University Archives,"Peak, Denise","Marsh, James",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","   Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,video/mp4
wfmp00273,330,Fire approaches Point Dume,,Video of the fire burning towards Point Dume. Shot by a resident who stayed to protect his home.,2018-11-09,Point Dume,fires; smoke; Malibu (Calif.); wildfires,Malibu Historical Collection; University Archives,"Peak, Denise","Marsh, James",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","  Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,video/mp4
wfmp00285,337,Fire approaches Point Dume,,Video of the fire burning towards Point Dume. Shot by a resident who stayed to protect his home.,2018-11-09,Point Dume,fires; smoke; Malibu (Calif.); wildfires,Malibu Historical Collection; University Archives,"Peak, Denise","Marsh, James",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","  Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,video/mp4
wfmp00318,339,Fire approaching Point Dume,,Video of the fire burning towards Point Dume. Shot by a resident who stayed to protect his home.,2018-11-09,Point Dume,fires; smoke; Malibu (Calif.); wildfires,Malibu Historical Collection; University Archives,"Peak, Denise","Marsh, James",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","  Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,video/mp4
wfmp00415,341,Fire beyond Elkins Auditorium,fires in the horizon; Elkins auditorium in close distance; mountains in the middle distance,,2018-11-09,Elkins Auditorium,fires; smoke; Pepperdine University; wildfires,Malibu Historical Collection; University Archives,"Caraveo, Sergio Armando","Caraveo, Sergio Armando",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.",,,,image/jpeg
wfmp00310,344,Smoke billows over Point Dume,,,2018-11-09,Point Dume,fires; smoke; Malibu (Calif.); wildfires,Malibu Historical Collection; University Archives,"Peak, Denise","Marsh, James",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","   Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00304,350,Fire approaches Point Dume,,Photograph of the fire burning towards Point Dume. Shot by a resident who stayed to protect his home.,2018-11-09,Point Dume,fires; smoke; Malibu (Calif.); wildfires,Malibu Historical Collection; University Archives,"Peak, Denise","Marsh, James",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","  Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,image/jpeg
wfmp00321,353,Point Dume resident drives through the fire,,Video shot by a Point Dume resident while driving through the fire.,2018-11-09,Point Dume,fires; smoke; evacuations; driving; houses; Pepperdine University; Malibu (Calif.); wildfires,Malibu Historical Collection; University Archives,"Peak, Denise","Marsh, James",Woolsey Fire Memory Project,Pepperdine University Libraries,Born Digital,"Copyright to materials in this collection, in most cases, is retained by the creator. Materials are intended for educational and research use. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","   Woolsey Fire Memory Project [digital resource], Pepperdine University Special Collections and University Archives",,,video/mp4
